OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear,x,y
462,12/31/2022 8:00:00 AM,205,205,,,5.18,85000,,,,Bothways,NORTH OF MILEPOST 31.76: NBCD LANE ON RAMP,c74a66fb-0a73-4cbf-944d-6c65b71bae83,2022,-13645486.4977852,5727272.52389931
463,12/31/2022 8:00:00 AM,005,005,,,12.19,107000,,,,Bothways,NORTH OF MILEPOST 12.18: SR 502 EB OFF RAMP; PERMANENT RECORDER R109,44936f37-fd13-460e-9ed5-0cfef2f9e8f6,2022,-13656039.6346187,5746537.43226225
464,12/31/2022 8:00:00 AM,166,166,,,3.89,14000,,,,Bothways,NORTH OF MILEPOST 3.92: BETHEL AVE SB ROUNDABOUT,99dff792-fee6-4907-a331-e599583241f3,2022,-13650835.4815003,6029812.02993437
465,12/31/2022 8:00:00 AM,539,539,,,1.72,23000,2.39,1.67,0.18,Bothways,SOUTH OF MILEPOST 1.73: HORTON RD INTERSECTION,316ffce1-1170-403a-920a-a536616bef36,2022,-13635084.2680237,6242283.2966492
466,12/31/2022 8:00:00 AM,523,523,,,0.74,23000,,,,Bothways,WEST OF MILEPOST 0.75: 1ST AVE NE INTERSECTION,2cad2379-9144-4df9-bee5-b6af2ba6b65e,2022,-13617617.6536536,6062732.55593262
467,12/31/2022 8:00:00 AM,395,395,,,230.52,7900,5.96,4.76,0.84,Bothways,NORTH OF MILEPOST 225.77: ORIN RICE RD INTERSECTION,40f154d3-6431-4e1b-8d05-fcfcdc9d6ca0,2022,-13124903.5248099,6189005.83093431
468,12/31/2022 8:00:00 AM,026,026,,,42.47,5600,,,,Bothways,WEST OF MILEPOST 42.48: SR 17 SB OFF RAMP; SR 17 SB ON RAMP,dc6d79bc-7eda-46f0-8691-f5cd68c4f6ef,2022,-13262221.8164122,5911384.19301134
469,12/31/2022 8:00:00 AM,109,109,,,1.84,7100,4.02,1.5,0.11,Bothways,WEST OF MILEPOST 1.79: SR 109 SPLONNGR (SPUR) INTERSECTION,f56be0ef-1dc8-4533-917c-5447f9cb1d87,2022,-13795198.8769253,5939223.37478644
470,12/31/2022 8:00:00 AM,002,002,,,0.2,19000,,,,Bothways,NORTHWEST OF MILEPOST 0.06: HEWITT AVE (OLD SR 2) WYE CONNECTION,8f7b4662-dce6-4270-b65b-a51ccb5449a5,2022,-13601966.2963008,6103450.17668076
471,12/31/2022 8:00:00 AM,101,101,,,192.53,5900,6.5,1.41,0.51,Bothways,SOUTH OF MILEPOST 193.12: SR 110-LA PUSH RD INTERSECTION,6b664a70-fdf6-498c-b3ae-d69e7a65019c,2022,-13848526.274017,6101420.13425842
472,12/31/2022 8:00:00 AM,004,004,,,57.73,18000,2.91,0.27,0.02,Bothways,NORTHWEST OF MILEPOST 57.75: 38TH AVE INTERSECTION,2f80a01e-1093-42da-8a80-d2e24311f206,2022,-13690463.3551671,5805324.422837
473,12/31/2022 8:00:00 AM,283,283,,,0.02,2400,6.26,9.3,4.16,Bothways,NORTHWEST OF MILEPOST 0.01: SR 281 SPBURKE (SPUR) WYE CONNECTION,d23d1d03-f074-4c77-93b7-ec4a94fa9d58,2022,-13339508.4416769,5959076.89804701
474,12/31/2022 8:00:00 AM,005,005,,,210.77,86000,,,,Bothways,NORTH OF MILEPOST 210.79: 236TH ST NE ON RAMP,6490cd6f-2f3f-401d-9250-adc3e5c141a6,2022,-13605287.2469108,6142989.5560182
475,12/31/2022 8:00:00 AM,150,150,,,9.47,4500,4.74,3.1,1.05,Bothways,SOUTHEAST OF MILEPOST 9.76: ANDERSON RD INTERSECTION,97bc7781-f4ec-4c02-91c7-ad5ff23f99bb,2022,-13357062.7004696,6078911.34435563
476,12/31/2022 8:00:00 AM,525,525,,,30.78,7800,,,,Bothways,"SOUTHEAST OF MILEPOST 30.52: RACE RD, SR 20 INTERSECTION; END ROUTE",bdd92bd4-9136-499f-b445-059d442b5b12,2022,-13648772.6014937,6135378.18477641
477,12/31/2022 8:00:00 AM,509,509,,,30.71,27000,,,,Bothways,NORTH OF MILEPOST 25.90: SR 518 ON RAMP,eadf523c-d6c8-455d-8270-0a6924f327d9,2022,-13617700.9927142,6019951.37117009
478,12/31/2022 8:00:00 AM,097,097,,,205.61,5300,5.89,5.93,0.93,Bothways,AT MILEPOST 220.55: PERMANENT RECORDER R084N,e1a556c3-023a-47da-ab74-220ce052f126,2022,-13380767.5130566,6060764.14403607
479,12/31/2022 8:00:00 AM,017,017,,,34.41,8900,5.33,8.5,1.32,Bothways,NORTHWEST OF MILEPOST 41.89: 6 SE INTERSECTION,9e503c74-96d4-43a1-9c64-4e8fbb21bd8a,2022,-13261027.1413942,5941935.69004113
480,12/31/2022 8:00:00 AM,500,500,,,10.12,22000,,,,Bothways,"NORTH OF MILEPOST 8.30: NE 162ND AVE, NE 4TH PLAIN*OLD SR 500 INTERSECTION",5b2f00b9-3a02-476e-9dec-93a348f4757b,2022,-13637303.7742732,5727992.06869614
481,12/31/2022 8:00:00 AM,082,082,,,93.58,22000,,,,Bothways,AT MILEPOST 93.61: YAKITAT RD UNDERCROSSING,f8e71460-d37c-4b27-a089-cd394b7c895e,2022,-13306565.0306317,5822717.74778716
482,12/31/2022 8:00:00 AM,012,012,,,114.76,4100,8.89,11.84,1.47,Bothways,"EAST OF MILEPOST 115.01: CHILCOAT AVE, SR 131-CISPUS RIVER RD INTERSECTION",d6b2805f-7302-4e04-84a7-22fe6b1fe0ec,2022,-13576200.9939428,5866558.93239961
483,12/31/2022 8:00:00 AM,395,395,,,184.66,11000,5.03,3.23,0.52,Bothways,"NORTHWEST OF MILEPOST 179.89: CLEVELAND RD, H ST INTERSECTION",683a39ef-5e49-436a-9b0c-ddf639dae580,2022,-13077999.4664386,6098063.26145765
484,12/31/2022 8:00:00 AM,012,012,,,333.08,12000,6.61,3.35,0.64,Bothways,EAST OF MILEPOST 335.85: SR 125 SP125SP (SPUR) ON RAMP,ef884b06-90a0-4e63-b2ec-99ad3c4355e6,2022,-13175672.4995599,5791506.1607843
485,12/31/2022 8:00:00 AM,405,405,,,0,73000,3.26,2.44,0.23,Bothways,AT MILEPOST 0.00: SR 5 BRIDGE; SR 5 SB UNDERCROSSING; BEGIN ROUTE,fc805074-78e7-49b2-a9cb-9771eddfe676,2022,-13610492.0098477,6017714.58831696
486,12/31/2022 8:00:00 AM,027,027,,,3.72,11000,,,,Bothways,NORTH OF MILEPOST 1.31: LARRY ST INTERSECTION,9798eeb2-30c2-48d5-8a8a-fd9f4ae80366,2022,-13043582.02507,5900967.54512362
487,12/31/2022 8:00:00 AM,007,007,,,16.81,2800,8.34,4.15,0.71,Bothways,SOUTH OF MILEPOST 16.82: SR 706 INTERSECTION,b5091e13-63ea-40e3-9e91-03f515a4bb35,2022,-13602358.4026755,5903473.03960111
488,12/31/2022 8:00:00 AM,113,113,,,9.97,1400,13.46,5.4,0.29,Bothways,SOUTH OF MILEPOST 9.98: SR 112 INTERSECTION; END ROUTE,13b08446-6b8a-408e-9244-65b3b4aa8b8b,2022,-13827538.0442577,6136289.44465213
489,12/31/2022 8:00:00 AM,101,101,,,262.84,18000,5.06,3.63,0.35,Bothways,EAST OF MILEPOST 263.59: RIVER RD OFF RAMP,556731bf-9f99-4ed7-b9fc-ccad4ccc9387,2022,-13705982.7073878,6119052.46341811
490,12/31/2022 8:00:00 AM,285COWENTCH,285,CO,WENTCH,0.13,13000,,,,Southeast,SOUTHEAST OF MILEPOST 2.98: MILLER ST WYE CONNECTION,d6cd436c-ae33-4825-b6d2-396e755045a6,2022,-13394455.4024723,6013629.10664768
491,12/31/2022 8:00:00 AM,005,005,,,263.44,34000,,,,Bothways,AT MILEPOST 263.46: PORTAL WAY BRIDGE,4670a0f1-4857-4134-84c7-1edeb398f57e,2022,-13646268.5233676,6250768.34714338
492,12/31/2022 8:00:00 AM,902,902,,,0,1700,3.82,1.7,0.23,Bothways,AT MILEPOST 0.00: SR 90 BRIDGE; BEGIN ROUTE,f886c45e-9b21-43da-a85f-79f3e6959132,2022,-13101256.8305029,6024742.07721506
493,12/31/2022 8:00:00 AM,528,528,,,0.35,22000,,,,Bothways,"WEST OF MILEPOST 0.36: SR 529, STATE AVE INTERSECTION",797f13f4-ae56-42ac-b976-69838467da64,2022,-13600707.1956738,6115484.53320109
494,12/31/2022 8:00:00 AM,512,512,,,11.12,87000,,,,Bothways,AT MILEPOST 11.12: PUYALLUP RIVER BRIDGE,828ad9f7-cf1c-4238-b5c2-6ef53be68221,2022,-13612439.761526,5973131.47408228
495,12/31/2022 8:00:00 AM,019,019,,,14.02,14000,,,,Bothways,SOUTHEAST OF MILEPOST 14.03: THEATER RD INTERSECTION,51ae93ee-69a1-4ffb-9705-787c0572857a,2022,-13671945.8249228,6118555.46068216
496,12/31/2022 8:00:00 AM,501COVANCVR,501,CO,VANCVR,0.38,13000,,,,East,WEST OF MILEPOST 1.00: C ST INTERSECTION,767b5893-1f18-4bf0-b2d5-c6e1853fdb50,2022,-13655512.9419228,5721547.62032544
497,12/31/2022 8:00:00 AM,090,090,,,69.84,32000,,,,Bothways,AT MILEPOST 71.56: EAST EASTON RD UNDERCROSSING,1df7f5d3-3182-4f49-8c10-8607eaf68759,2022,-13488990.4640169,5980714.89952324
498,12/31/2022 8:00:00 AM,103,103,,,11.89,2100,5.75,1.8,0,Bothways,NORTH OF MILEPOST 11.86: SANDRIDGE RD INTERSECTION,ee4f66fa-104a-4d2b-8fbd-6495f6569afa,2022,-13807374.7634506,5859487.62067512
499,12/31/2022 8:00:00 AM,099,099,,,43.77,27000,,,,Bothways,SOUTHEAST OF MILEPOST 50.21: 148TH ST SW WYE CONNECTION,2cfe02dc-9f44-4962-81a2-4fae2da29f55,2022,-13612391.1010933,6084247.72737597
500,12/31/2022 8:00:00 AM,003,003,,,21.23,12000,,,,Bothways,SOUTH OF MILEPOST 21.24: E NORTH BAY RD WYE CONNECTION,5327d60f-be36-404d-8305-1bd01610cc60,2022,-13673137.9807563,6005285.63272292
501,12/31/2022 8:00:00 AM,260,260,,,5.83,2000,4.19,7.36,4.29,Bothways,EAST OF MILEPOST 5.82: W CLARK ST INTERSECTION,89d9ec81-acaa-4c91-adf5-25d8fe179c98,2022,-13234089.5468313,5887193.16100406
502,12/31/2022 8:00:00 AM,005,005,,,167.34,206000,,,,Bothways,NORTH OF MILEPOST 167.35: MERCER ST ON RAMP,52c01fc5-7558-41fe-ad66-c7f66197ca10,2022,-13617055.8027723,6045893.23192869
503,12/31/2022 8:00:00 AM,194,194,,,18.33,910,11.65,3.3,3.63,Bothways,NORTH OF MILEPOST 18.32: WAWAWAI-PULLMAN RD #9010 INTERSECTION,bc7f47b8-8e9f-41a4-9786-bce5369e1fa7,2022,-13054137.3251533,5894596.56832967
504,12/31/2022 8:00:00 AM,002,002,,,100.37,15000,,,,Bothways,EAST OF MILEPOST 100.30: CHUMSTICK HWY WYE CONNECTION,24c897c3-44ca-4428-bc7c-e4c6d79da121,2022,-13431124.5368082,6040413.61254476
505,12/31/2022 8:00:00 AM,020,020,,,274.12,880,10.18,7.47,0.9,Bothways,EAST OF MILEPOST 274.72: AENEAS VALLEY RD INTERSECTION,a194a845-4572-4858-9025-83a1ada89eca,2022,-13269010.2200374,6217600.44251098
506,12/31/2022 8:00:00 AM,508,508,,,31.3,1400,,,,Bothways,EAST OF MILEPOST 31.29: CHAPMAN RD INTERSECTION,1cf3241f-9018-409c-9136-621a215054d7,2022,-13614722.6182235,5871215.41861822
507,12/31/2022 8:00:00 AM,090,090,,,297.51,63000,,,,Bothways,AT MILEPOST 299.82: SPOKANE BRIDGE RD OFF RAMP; SPOKANE BRIDGE RD ON RAMP; END ROUTE,14f3b30e-7cc6-4fc1-abad-ac9932ed2003,2022,-13029022.7346455,6056532.75280331
508,12/31/2022 8:00:00 AM,014,014,,,100.56,520,6.77,13.15,1.74,Bothways,NORTHWEST OF MILEPOST 100.66: SR 14 SPMARYHL (SPUR) INTERSECTION,bd418a06-e94f-4a98-b5b5-e7e4faa9a3d9,2022,-13450637.0211959,5731467.87162158
509,12/31/2022 8:00:00 AM,410,410,,,48.61,1200,,,,Bothways,SOUTH OF MILEPOST 57.49: CRYSTAL MOUNTAIN BLVD INTERSECTION,aa370e8e-b1e0-4fa1-adfd-abe54aa94405,2022,-13529338.3804036,5938758.41228699
510,12/31/2022 8:00:00 AM,028SPWENTCH,028,SP,WENTCH,0.01,33000,2.47,1.79,0.2,Bothways,SOUTHEAST OF MILEPOST 4.25: SR 285 INTERSECTION; BEGIN ROUTE,2966bc9f-0766-416c-bf01-0c13e9b93d02,2022,-13390660.2878199,6009045.40033927
511,12/31/2022 8:00:00 AM,009,009,,,58.06,5300,6.33,4.85,1.23,Bothways,NORTH OF MILEPOST 58.41: BASSETT RD INTERSECTION,03c5ab7e-0e5b-4580-bb6c-280740524cd2,2022,-13606151.82702,6195216.4143947
512,12/31/2022 8:00:00 AM,305,305,,,9.63,23000,,,,Bothways,NORTHWEST OF MILEPOST 9.64: DELATE RD INTERSECTION,094c8be4-cfa0-418e-bec4-8a406afad17c,2022,-13649402.1922292,6059665.92626298
513,12/31/2022 8:00:00 AM,021,021,,,92.41,1800,7.4,7.23,0.72,Bothways,NORTH OF MILEPOST 92.45: SR 2 WYE CONNECTION,13e489b9-ee54-4cf2-a2d1-db71b8268c7b,2022,-13216062.6864688,6067674.82365057
514,12/31/2022 8:00:00 AM,155,155,,,40.58,2500,4.73,2.27,0.08,Bothways,"SOUTH OF MILEPOST 42.39: COLUMBIA RIVER RD, NEZ PERCE ST INTERSECTION",bb6efa0d-947f-4fda-8500-90a5dd9cb5fa,2022,-13244379.8635564,6129335.80309221
515,12/31/2022 8:00:00 AM,204,204,,,0.27,39000,2.42,1.01,0,Bothways,NORTH OF MILEPOST 0.23: SR 2 EB ON RAMP,da8ed60a-85ef-4c57-8e58-043ddf85009b,2022,-13596299.3652008,6103773.35318054
516,12/31/2022 8:00:00 AM,005,005,,,14.17,88000,,,,Bothways,AT MILEPOST 14.17: SR 501 UNDERCROSSING,c9a9184d-1dbe-4d4d-bc83-69a94359fd88,2022,-13657317.3602153,5750897.42407863
517,12/31/2022 8:00:00 AM,167,167,,,7.69,105000,4.62,5.73,0.25,Bothways,EAST OF MILEPOST 6.44: SR 512 OFF RAMP,82a48dd8-3d5a-4eeb-b8f9-8dd6c52c2caa,2022,-13610721.516022,5974896.97548441
518,12/31/2022 8:00:00 AM,539,539,,,10.79,16000,,,,Bothways,SOUTH OF MILEPOST 10.80: FRONT ST INTERSECTION,56503f5c-52c3-4fb7-ac3c-87bddae5e0e2,2022,-13635017.5732383,6264514.55856963
519,12/31/2022 8:00:00 AM,522,522,,,11.64,95000,,,,Bothways,EAST OF MILEPOST 11.68: SR 405 SB OFF RAMP,c426dbb6-a57d-47c3-ba15-ec9c1a0aefab,2022,-13600101.2840517,6066622.44405644
520,12/31/2022 8:00:00 AM,012,012,,,293.1,14000,4.05,12.72,2.73,Bothways,SOUTHEAST OF MILEPOST 295.87: FIFTH AVE ON RAMP,e922e657-43df-4497-bb14-7e2409a9b070,2022,-13247572.568362,5813012.06439885
521,12/31/2022 8:00:00 AM,395LX01825,395,LX,01825,0,26000,,,,Bothways,LATERAL CROSSING (COLUMBIA DR)  AT MILEPOST 0.00: SR 395 UNDERCROSSING; BEGIN ROUTE,a453dc08-9846-4b41-bad6-0901a99ae12e,2022,-13262388.2809798,5815177.56354594
522,12/31/2022 8:00:00 AM,026,026,,,70.68,1400,7.67,14.64,5.39,Bothways,EAST OF MILEPOST 70.59: SR 21 INTERSECTION,6bec715b-22c1-4a7b-b054-80ab4f4ff09d,2022,-13196606.3255693,5908651.09873974
523,12/31/2022 8:00:00 AM,112,112,,,12.52,1500,17.53,4.89,0.82,Bothways,EAST OF MILEPOST 12.53: HOKO-OZETTE RD INTERSECTION,fd52cdb5-e918-446e-9521-72c761d9bf8a,2022,-13842152.5368603,6151483.60314956
524,12/31/2022 8:00:00 AM,101,101,,,241.88,4800,8.94,3.27,0.84,Bothways,SOUTHEAST OF MILEPOST 242.61: SR 112 INTERSECTION,632146be-7300-4828-94ca-f9b4f09dfd8a,2022,-13752418.774949,6123074.83851204
525,12/31/2022 8:00:00 AM,005,005,,,0,130000,2.99,5.96,0.47,Bothways,AT MILEPOST 0.00: COLUMBIA RIVER BRIDGE; BEGIN ROUTE,e9d93c7b-5efa-4561-9d04-f4d4b1ba1663,2022,-13656124.0942578,5719363.11023958
526,12/31/2022 8:00:00 AM,285,285,,,0.22,55000,2.36,0.66,0.07,Bothways,NORTH OF MILEPOST 0.21: SR 28 WB OFF RAMP; PERMANENT RECORDER S103,1be17140-a7af-4e75-ae12-92601258ddd8,2022,-13391124.7543779,6009233.89814332
527,12/31/2022 8:00:00 AM,005,005,,,231.59,52000,,,,Bothways,NORTH OF MILEPOST 231.60: BURLINGTON BLVD ON RAMP,4a95af8c-1b64-4dd3-9955-4ede4bdcee2c,2022,-13618318.8642876,6188834.97738618
528,12/31/2022 8:00:00 AM,153,153,,,30.77,2500,7.91,3.3,0.16,Bothways,SOUTHEAST OF MILEPOST 30.74: SR 20 INTERSECTION; END ROUTE,c6e0f855-d3cc-431e-9683-6ad1bea535ff,2022,-13367030.3944683,6164671.66664947
529,12/31/2022 8:00:00 AM,527,527,,,5.75,21000,3.17,0.25,0,Bothways,"NORTHWEST OF MILEPOST 8.37: 136TH ST SE, DUMAS RD INTERSECTION",2aa081d7-788e-4696-ba7d-4674f511afbb,2022,-13604885.3401063,6085983.84718
530,12/31/2022 8:00:00 AM,512,512,,,2,70000,,,,Bothways,AT MILEPOST 2.00: PARK AVE BRIDGE,e2a3f5b0-18bc-4cc9-ac6f-b472af4f4336,2022,-13629829.7700009,5967936.06191242
531,12/31/2022 8:00:00 AM,097,097,,,283.76,5000,6.71,4.82,0.48,Bothways,"NORTHWEST OF MILEPOST 298.71: KENDALL ST, OLD RIVERSIDE HWY INTERSECTION",860e5605-bfcf-467c-acac-cc2a76f21b4d,2022,-13303219.6026021,6189991.48621429
532,12/31/2022 8:00:00 AM,017,017,,,136.61,2400,,,,Bothways,EAST OF MILEPOST 144.24: WEIGH STATION ENTRANCE/EXIT,be8d794b-ac5f-4642-bb15-5aabb25c7656,2022,-13323215.0485248,6124075.44796424
533,12/31/2022 8:00:00 AM,500,500,,,22.21,2800,5.57,2.46,0.18,Bothways,"NORTH OF MILEPOST 20.40: SE UNION ST SB, SR 14 EB OFF RAMP ROUNDABOUT",3db1a708-2708-4341-9f3e-3709c930b02e,2022,-13623925.6167375,5713285.95105602
534,12/31/2022 8:00:00 AM,090,090,,,11.75,102000,,,,Bothways,AT MILEPOST 13.69: W LK SAMMAMISH PRKWY BRIDGE,96d7a051-f91f-48ef-be4b-9ab504705db0,2022,-13592080.6528227,6034829.56506909
535,12/31/2022 8:00:00 AM,012,012,,,150.82,1900,6.05,12.59,3,Bothways,AT MILEPOST 151.15: LEWIS/YAKIMA COUNTY LINE,096d9991-5420-4943-a91d-63008805571c,2022,-13513006.0475555,5883294.31303688
536,12/31/2022 8:00:00 AM,395,395,,,62.3,9700,,,,Bothways,NORTH OF MILEPOST 55.73: SR 260 ON RAMP,f9b05714-ac34-4c58-9ac5-65789ff2c16d,2022,-13230377.7008119,5886874.4763514
537,12/31/2022 8:00:00 AM,102,102,,,1.31,2700,5.78,0.85,0.22,Bothways,SOUTHEAST OF MILEPOST 1.32: EELLS HILL RD INTERSECTION,c999de28-4bf4-4477-b949-339aee831f90,2022,-13712097.0839971,5983339.8670035
538,12/31/2022 8:00:00 AM,099,099,,,32.06,30000,,,,Bothways,"NORTH OF MILEPOST 38.47: N 105TH ST, N NORTHGATE WAY INTERSECTION",a178e172-4a36-498f-b337-8a67545fb4c2,2022,-13619341.2172587,6057953.04650482
539,12/31/2022 8:00:00 AM,002,002,,,313.13,7000,6.33,3.56,0.38,Bothways,WEST OF MILEPOST 321.24: SR 211 WYE CONNECTION,3e353fcf-afe0-4558-9c2f-62a15920e834,2022,-13055536.2172651,6123000.19959048
540,12/31/2022 8:00:00 AM,243,243,,,13.96,6000,,,,Bothways,NORTH OF MILEPOST 13.95: RD 24 SW WB ROUNDABOUT,64e6ae4a-5dd0-4d51-a65c-150ed7a4bd69,2022,-13349102.9514708,5899413.78746516
541,12/31/2022 8:00:00 AM,005,005,,,133.68,145000,,,,Bothways,AT MILEPOST 133.70: SR 705/TE RR BRIDGE,77760d02-193e-4538-aff0-08019d322cd7,2022,-13629287.3486441,5980170.60600199
542,12/31/2022 8:00:00 AM,182,182,,,11.39,58000,,,,Bothways,NORTHWEST OF MILEPOST 11.40: SR 395 ON RAMP,04fe48be-57bb-4478-9dd3-bcf408205972,2022,-13262941.432341,5821037.25518656
543,12/31/2022 8:00:00 AM,002,002,,,171.05,680,7.99,5.92,1.48,Bothways,AT MILEPOST 179.10: PERMANENT RECORDER P02,030cd6dd-584b-45bc-a48c-52a5263c5f46,2022,-13306131.5617718,6040509.45376739
544,12/31/2022 8:00:00 AM,900,900,,,1.82,25000,,,,Bothways,SOUTHEAST OF MILEPOST 7.74: S 129TH ST WYE CONNECTION,2207d8e3-cd98-404d-9d42-476bd813b64d,2022,-13609674.181758,6021934.42608167
545,12/31/2022 8:00:00 AM,020,020,,,192.87,5300,,,,Bothways,SOUTH OF MILEPOST 193.47: TWIN LAKES RD WYE CONNECTION,3e4d2e04-a6bc-47b8-b58f-c77dcd379301,2022,-13378159.0645673,6185816.46028701
546,12/31/2022 8:00:00 AM,505,505,,,19.28,520,9.62,6.92,0.38,Bothways,NORTH OF MILEPOST 19.29: SR 504 INTERSECTION; END ROUTE,3470e60c-2a02-4151-9cd6-661820da7712,2022,-13655952.3237278,5838458.79488999
547,12/31/2022 8:00:00 AM,090,090,,,218.2,11000,,,,Bothways,AT MILEPOST 220.49: OLD SR 395-1ST AVE UNDERCROSSING,5f59622f-8583-4005-85c4-fceaa9491b51,2022,-13179705.2369555,5960234.02873048
548,12/31/2022 8:00:00 AM,014,014,,,23.16,4800,,,,Bothways,EAST OF MILEPOST 23.42: BELLE CENTER RD INTERSECTION,7bebe949-46ad-43f5-9a3c-d944fde47668,2022,-13605285.9245631,5711106.41459123
549,12/31/2022 8:00:00 AM,410,410,,,2.22,53000,,,,Bothways,WEST OF MILEPOST 11.07: 166TH AVE E ON RAMP,4e662a51-bbff-4ec9-a0b6-9d7e7786fab5,2022,-13605100.5073572,5974114.9716235
550,12/31/2022 8:00:00 AM,028,028,,,32.83,12000,,,,Bothways,EAST OF MILEPOST 28.75: 13TH AVE SW WYE CONNECTION,e342436c-564e-4779-b023-a0b9e10c02e8,2022,-13344365.2381898,5980198.99281556
551,12/31/2022 8:00:00 AM,009,009,,,29.47,16000,,,,Bothways,"NORTH OF MILEPOST 29.46: DIVISION ST, SR 530 INTERSECTION",81e68843-a688-4880-98f5-8271867b7df2,2022,-13595394.7086,6140009.19056425
552,12/31/2022 8:00:00 AM,097AR,097,AR,,14.47,6100,,,,Bothways,NORTH OF MILEPOST 214.29: ENTIAT RIVER RD INTERSECTION,0c8e11da-ec95-4c38-8a6d-3c8e90638015,2022,-13383328.8647818,6051038.92447288
553,12/31/2022 8:00:00 AM,125,125,,,11.14,430,7.26,2.58,1.41,Bothways,AT MILEPOST 11.16: SPRING CREEK BRIDGE,9f71e90c-5ebb-4335-b459-6cc07696be05,2022,-13177558.4012758,5801826.63024598
554,12/31/2022 8:00:00 AM,101COHERON,101,CO,HERON,0.12,14000,,,,Northeast,SOUTHEAST OF MILEPOST 83.88: SR 101 INTERSECTION; END ROUTE,2bf599bd-fe25-4f6f-a3d0-ba39e9b4c44f,2022,-13782878.4071898,5938021.46195896
555,12/31/2022 8:00:00 AM,904,904,,,16.96,8400,3.07,1.74,0.01,Bothways,AT MILEPOST 16.96: SR 90 BRIDGE; END ROUTE,3461e649-018c-4fa8-9cac-323fd556b90f,2022,-13090459.6343984,6034977.15480136
556,12/31/2022 8:00:00 AM,163,163,,,2.34,9100,,,,Bothways,NORTH OF MILEPOST 2.33: N 46TH ST INTERSECTION,adc3f20f-42d0-43ae-a3cc-ea6b0923fd46,2022,-13638389.7960632,5989694.5400323
557,12/31/2022 8:00:00 AM,536,536,,,4.39,12000,,,,Bothways,EAST OF MILEPOST 4.38: DIVISION ST WYE CONNECTION,3b2ba16a-9e03-498c-a5c1-ae0cf18ec266,2022,-13619762.0526872,6177306.14453107
558,12/31/2022 8:00:00 AM,518,518,,,2.1,52000,,,,Bothways,AT MILEPOST 2.49: SR 99 UNDERCROSSING,ddc9f08f-1954-471b-ae44-a6b6af198a5c,2022,-13613243.3571204,6018051.06041081
559,12/31/2022 8:00:00 AM,020,020,,,47.64,34000,4.43,1.47,0.52,Bothways,EAST OF MILEPOST 48.07: EXIT TO ROUNDABOUT BYPASS,f8d010cd-d21b-465a-9b29-012aaa8a8073,2022,-13645271.8468472,6184195.93678946
560,12/31/2022 8:00:00 AM,025,025,,,89.61,660,5.5,10.23,1.37,Bothways,SOUTH OF MILEPOST 89.68: ORCHARD DR INTERSECTION,93ae18d0-3849-4fec-b638-07bcd91e9402,2022,-13137092.3246149,6223016.73402989
561,12/31/2022 8:00:00 AM,105SPBOONE,105,SP,BOONE,0.14,1200,,,,Bothways,SOUTH OF MILEPOST 48.78: SR 101-W CURTIS ST INTERSECTION; END ROUTE,52f85336-2751-4be8-a2cc-432cac2a631c,2022,-13781610.8561349,5937399.98318962
562,12/31/2022 8:00:00 AM,101,101,,,91.53,2600,10.95,6.34,3.33,Bothways,NORTH OF MILEPOST 91.94: OCEAN BEACH RD WYE CONNECTION,5ff92388-ecf7-4a81-939b-c88f326bc5a1,2022,-13794978.4591463,5947265.27040217
563,12/31/2022 8:00:00 AM,003LX04848,003,LX,04848,0.32,6500,2.73,0.84,0,Bothways,LATERAL CROSSING (LUOTO RD)  EAST OF MILEPOST 0.31: S104787 OFF RAMP; R104881 ON RAMP,5e629d58-3239-4f1d-ac3f-761c48009ffb,2022,-13657294.9445228,6057295.03071838
564,12/31/2022 8:00:00 AM,272,272,,,0.01,2000,7.33,2.33,0.2,Bothways,EAST OF MILEPOST 0.00: SR 195 INTERSECTION; BEGIN ROUTE,a2630adc-c09d-4f8f-9379-fea3b323b3ac,2022,-13064963.008154,5922492.94204575
565,12/31/2022 8:00:00 AM,005,005,,,198.6,144000,,,,Bothways,NORTH OF MILEPOST 198.61: SR 529 SB OFF RAMP,fb690008-848f-477d-b6fc-e21d43938300,2022,-13601180.5233143,6114333.25847398
566,12/31/2022 8:00:00 AM,131,131,,,1.01,360,13.17,2.52,0.28,Bothways,SOUTH OF MILEPOST 1.02: WOODS WAY INTERSECTION,e71df903-665d-4ca0-a986-7d2208432ae2,2022,-13575901.7579788,5864109.53640165
567,12/31/2022 8:00:00 AM,202,202,,,0.64,10000,,,,Bothways,SOUTHEAST OF MILEPOST 0.63: ENTRANCE FROM 128TH PL NE,6d490d5e-c577-46d1-9df4-62f8160c87b7,2022,-13599765.5583681,6065736.31825871
568,12/31/2022 8:00:00 AM,525,525,,,18.37,13000,,,,Bothways,"NORTHWEST OF MILEPOST 18.08: FISH RD, MAIN ST INTERSECTION",8522df37-4012-4557-b17b-db2344fa761f,2022,-13640117.3434139,6108287.28971786
569,12/31/2022 8:00:00 AM,509,509,,,27.23,3000,3.15,0.97,0.03,Bothways,EAST OF MILEPOST 23.47: 1ST AVE S INTERSECTION,689eabec-0362-4c74-afb6-4322f49a86d8,2022,-13618128.8304229,6015426.60285911
