OBJECTID,LRSDate,RouteIdentifier,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,AccumulatedRouteMile,AADT,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,DirectionOfTravel,Location,GlobalID,ReportingYear,x,y
1,12/31/2022 8:00:00 AM,522,522,,,0,16000,1.79,0.35,0.02,South,AT MILEPOST 0.00: DECREASING MISCELLANEOUS FEATURE S1 RAMP AHEAD; BEGIN ROUTE,ba70851c-a52a-4999-bf67-cd381e16d300,2022,-13616745.348788,6053765.8457447
2,12/31/2022 8:00:00 AM,002,002,,,0.12,8100,,,,West,EAST OF MILEPOST 0.11B: EXIT TO WALNUT ST,cd6a4d4a-7a82-4c82-a4db-6a0242b5cf85,2022,-13601945.2492432,6103656.06106258
3,12/31/2022 8:00:00 AM,002,002,,,0.01,5100,2.69,0.53,0,West,EAST OF MILEPOST 0.00B: SR 529-MAPLE ST INTERSECTION; BEGIN ROUTE,7bc44465-3632-4ef8-98a2-003c628634b4,2022,-13602214.112291,6103598.69184248
4,12/31/2022 8:00:00 AM,536,536,,,0.01,3300,3.75,0.75,0.03,North,SOUTH OF MILEPOST 0.00: SR 20 INTERSECTION; BEGIN ROUTE,4c67b09e-d898-4acf-8545-0de10ac0026c,2022,-13628986.2674165,6181395.67336803
5,12/31/2022 8:00:00 AM,302,302,,,16.87,12000,3.21,1.42,0.67,Northwest,AT MILEPOST 16.87: SR 16 WB UNDERCROSSING; END ROUTE,e34b4b3c-6d5a-4317-9d0e-c59541c77d95,2022,-13649864.7938107,6002893.21627168
6,12/31/2022 8:00:00 AM,290,290,,,0,8400,1.69,1.39,0.1,Southeast,AT MILEPOST 0.07: SR 90 UNDERCROSSING; BEGIN ROUTE,8d5d71d3-e1c9-431a-abf9-d8493fd853ee,2022,-13068025.207341,6049295.70773907
7,12/31/2022 8:00:00 AM,509,509,,,35.16,42000,,,,South,NORTH OF MILEPOST 29.90: NBCD LANE ON RAMP,550e3872-6dbf-4f94-8322-6f5d69a6429f,2022,-13618268.6476096,6030287.69985116
8,12/31/2022 8:00:00 AM,090,090,,,0.01,11000,2.36,1.43,0.08,East,WEST OF MILEPOST 1.94: 4TH AVE S INTERSECTION; BEGIN ROUTE,7a5b3b1b-f960-4b63-8d67-e3908b95369f,2022,-13617630.7002228,6039614.06246428
9,12/31/2022 8:00:00 AM,543,543,,,0,4400,4.41,28.87,3.03,South,AT MILEPOST 0.00: SR 5 BRIDGE; BEGIN ROUTE,d0b15cb5-6eee-402e-944c-9bf4ab7671c1,2022,-13662913.4604611,6272571.89922449
10,12/31/2022 8:00:00 AM,161,161,,,2.86,1000,,,,Bothways,SOUTH OF MILEPOST 2.87: MASHELL AVE S INTERSECTION,7c51fd83-1c67-4d20-87e9-70e1cc19ce44,2022,-13610668.5942641,5920127.31549756
11,12/31/2022 8:00:00 AM,205,205,,,10.56,54000,,,,Bothways,NORTH OF MILEPOST 37.14: NE 134TH ST OFF RAMP,5fae817c-8cb7-4de1-b646-ecd21f8407cb,2022,-13653773.1224463,5736070.1790181
12,12/31/2022 8:00:00 AM,005,005,,,32.28,70000,,,,Bothways,AT MILEPOST 32.28: KALAMA RIVER RD UNDERCROSSING,3c6feb4f-62d8-43f4-8b46-10b7cc20d4a4,2022,-13676585.9013857,5786979.66333818
13,12/31/2022 8:00:00 AM,167,167,,,6.93,44000,5.57,6.12,0.96,Bothways,SOUTH OF MILEPOST 5.70: SR 512 OFF RAMP; PERMANENT RECORDER R112,108b4e93-4bdf-435c-8d21-25b60ef1595b,2022,-13612709.8704258,5975304.73636548
14,12/31/2022 8:00:00 AM,547,547,,,2.36,2500,3.45,0.55,0,Bothways,NORTH OF MILEPOST 2.42: CIMARRON WAY INTERSECTION,08428776-b33d-4664-b901-5ba6a6889eae,2022,-13597860.8352431,6265742.05606781
15,12/31/2022 8:00:00 AM,524,524,,,10.45,16000,,,,Bothways,SOUTHEAST OF MILEPOST 10.34: 204TH ST SE INTERSECTION,4ee1988e-abf9-46c7-90b5-1306a184f1f9,2022,-13602381.3828785,6075778.91288924
16,12/31/2022 8:00:00 AM,012,012,,,335.97,12000,,,,Bothways,WEST OF MILEPOST 338.69: WILBUR AVE WYE CONNECTION,542aa0a7-8a1b-4092-8d97-bdfa71ccc7bb,2022,-13169699.9688655,5793380.55309373
17,12/31/2022 8:00:00 AM,395,395,,,234.07,7700,2.79,0.52,0,Bothways,SOUTH OF MILEPOST 229.34: BIRCH AVE INTERSECTION,5f36bfa2-ba82-40e8-8ec1-417f91362204,2022,-13125210.4507713,6197522.81392836
18,12/31/2022 8:00:00 AM,027,027,,,22.51,1200,5.51,3.13,0.33,Bothways,NORTHWEST OF MILEPOST 20.21: ALTERGOTT RD #2420 INTERSECTION,6926c949-020e-4da7-865d-28478391b833,2022,-13036222.1072941,5935911.98320585
19,12/31/2022 8:00:00 AM,007,007,,,16.83,4900,5.15,3.11,0.59,Bothways,NORTHWEST OF MILEPOST 16.82: SR 706 INTERSECTION,c3bdf501-85d1-4218-a5e6-ebb60f9c943d,2022,-13602377.9824851,5903507.79754385
20,12/31/2022 8:00:00 AM,119,119,,,6.58,830,5.64,1.56,0.6,Bothways,NORTH OF MILEPOST 6.57: WYNOOCHEE DR INTERSECTION,9c5cedc1-7907-4142-b6bc-00f8bf673052,2022,-13715744.6985011,6016750.02528079
21,12/31/2022 8:00:00 AM,101,101,,,281.69,9600,4.97,5.85,0.97,Bothways,SOUTHEAST OF MILEPOST 282.64: SR 20 WYE CONNECTION,4f1e8ed5-393d-46a0-9599-414dd56c8237,2022,-13679557.5449691,6104676.42046267
22,12/31/2022 8:00:00 AM,005,005,,,4.8,87000,,,,Bothways,NORTH OF MILEPOST 4.79: NE 78TH ST OFF RAMP,8434dcb3-6b83-4609-835d-34d4813202f9,2022,-13654951.5741431,5729929.58880146
23,12/31/2022 8:00:00 AM,290,290,,,0.08,15000,2.88,1.92,0.18,Bothways,NORTHWEST OF MILEPOST 0.14: 2ND AVE BRIDGE,ac3dff05-1ece-460b-a434-fbf070c6d3d9,2022,-13067989.5572129,6049553.57840927
24,12/31/2022 8:00:00 AM,005,005,,,270.22,14000,,,,Bothways,AT MILEPOST 270.24: BIRCH BAY LYNDEN RD UNDERCROSSING,1e4b6add-7016-4049-824d-075f87a997ad,2022,-13654652.9189516,6263931.80083007
25,12/31/2022 8:00:00 AM,902,902,,,6.1,4900,,,,Bothways,NORTH OF MILEPOST 6.09: LAKE ST INTERSECTION,0b0cb4b7-a754-452d-85f5-7f950328d7d0,2022,-13100376.050392,6036111.32462722
26,12/31/2022 8:00:00 AM,529,529,,,0.37,8000,3.26,0.59,0.04,Bothways,"SOUTH OF MILEPOST 0.38: MAPLE ST, SR 529 SPEVERET (SPUR) INTERSECTION",026920bd-bd8f-4854-889e-55a9e418363c,2022,-13602235.9324527,6103798.37888144
27,12/31/2022 8:00:00 AM,515,515,,,3.36,28000,,,,Bothways,NORTH OF MILEPOST 3.38: SE 204TH ST INTERSECTION,147cd0a7-260c-4e79-8310-dde8664a3b5a,2022,-13602914.0452724,6010870.33347649
28,12/31/2022 8:00:00 AM,097,097,,,299.18,4900,,,,Bothways,NORTHWEST OF MILEPOST 314.13: CLARKSON MILL RD INTERSECTION,2dc26608-57dd-4515-94b5-43cb50a96b0e,2022,-13297139.22143,6223273.05162294
29,12/31/2022 8:00:00 AM,018,018,,,1.3,56000,,,,Bothways,AT MILEPOST 0.77: WEYERHAEUSER WAY UNDERCROSSING,5e440e4f-4fe1-45eb-87c2-082ae807c409,2022,-13613516.855467,5990201.64053654
30,12/31/2022 8:00:00 AM,501,501,,,0.6,6100,5.64,8.33,0.86,West,"EAST OF MILEPOST 0.61: FRANKLIN ST, MEDIAN XROAD INTERSECTION",f44e2ccf-167c-440a-adee-a80167ba5238,2022,-13656326.7758069,5721694.40149549
31,12/31/2022 8:00:00 AM,090,090,,,7.7,84000,,,,Bothways,EAST OF MILEPOST 9.63: BELLEVUE WAY SE OFF RAMP,860cd9e6-90ed-4414-a547-ef8057c45a17,2022,-13601112.1951511,6037227.80506532
32,12/31/2022 8:00:00 AM,104,104,,,24.39,2200,,,,Southeast,NORTHWEST OF MILEPOST 24.53B: SR 104 COKNGSTN (COUPLT) INTERSECTION; BEGIN FERRY ZONE,638ad0c1-a000-434c-a166-e2f18c780be8,2022,-13636200.5113252,6072976.72353867
33,12/31/2022 8:00:00 AM,002,002,,,48.81,5400,,,,Bothways,EAST OF MILEPOST 48.72: 5TH ST WYE CONNECTION,5925dc6a-faa4-40cc-8a4d-eec43aa7262d,2022,-13509825.0260504,6059007.01666084
34,12/31/2022 8:00:00 AM,099,099,,,46.37,33000,,,,Bothways,SOUTHEAST OF MILEPOST 52.81: 113TH ST SW INTERSECTION,f5978736-ec89-4568-9447-014df4b6cbd7,2022,-13609091.1261158,6089522.10391957
35,12/31/2022 8:00:00 AM,002,002,,,320.44,6500,,,,Bothways,NORTHWEST OF MILEPOST 328.60: SOUTH SHORE RD INTERSECTION,63979b4b-563b-41f0-b4ae-7c0001b06b6a,2022,-13040298.3868639,6131026.70110688
36,12/31/2022 8:00:00 AM,240,240,,,41.1,22000,,,,Bothways,WEST OF MILEPOST 42.97: SR 395 SB OFF RAMP,4d4d1418-2c12-4d5a-9652-b1094ca029b5,2022,-13262884.7325898,5815182.82546962
37,12/31/2022 8:00:00 AM,005,005,,,135.26,178000,,,,Bothways,"AT MILEPOST 135.28: PUYALLLUP RIVER, PUYALLUP RIVER BRIDGE",d5d7b687-f6b8-4876-80d9-99e32c3ca2f2,2022,-13625766.6155354,5981289.79119165
38,12/31/2022 8:00:00 AM,181,181,,,4.45,26000,6,3.67,0.07,Bothways,NORTH OF MILEPOST 9.76: S 180TH ST INTERSECTION,f0a5611f-d96d-4c1e-9016-6867e7ba16b2,2022,-13608320.3201122,6014416.20318061
39,12/31/2022 8:00:00 AM,902,902,,,4.11,2100,6.73,1.22,0.1,Bothways,NORTH OF MILEPOST 4.10: JOYCE STEWART CIRCLE INTERSECTION,5eae1cf5-0091-4cce-b971-df119f709d3b,2022,-13102795.9930218,6032507.92545857
40,12/31/2022 8:00:00 AM,020,020,,,125.47,1500,4.73,2.66,0.53,Bothways,NORTHWEST OF MILEPOST 125.96: DIABLO RD WYE CONNECTION,7fb97d80-bff1-4ee4-bdd3-6e6bb40a6469,2022,-13487619.9439211,6226119.56751579
41,12/31/2022 8:00:00 AM,507,507,,,14.21,8900,5.78,3.18,0.4,Bothways,NORTH OF MILEPOST 13.88: 5TH AVE INTERSECTION,4f26fd3f-da09-4278-bc28-2ad3f7e0029e,2022,-13676567.3389693,5918186.08613776
42,12/31/2022 8:00:00 AM,090,090,,,277.27,98000,,,,Bothways,NORTHWEST OF MILEPOST 279.55: SR 195 OFF RAMP,cabe7abd-1517-4d10-b86b-6c89a0304928,2022,-13074210.6893853,6048521.42446952
43,12/31/2022 8:00:00 AM,014,014,,,66.31,7000,3.67,4.46,0.3,Bothways,"SOUTHEAST OF MILEPOST 66.41: OAK ST, SR 141 INTERSECTION",6e7535af-fad1-4076-afa7-59ffdc35d93a,2022,-13521565.2786729,5734752.60643893
44,12/31/2022 8:00:00 AM,405,405,,,24.46,105000,,,,Bothways,AT MILEPOST 24.48: NE 195TH ST UNDERCROSSING,9ef2cdc7-6250-4a4f-abd9-60db025834f8,2022,-13602056.6442919,6068463.13770564
45,12/31/2022 8:00:00 AM,028,028,,,34.68,8000,6.89,4.27,1.87,Bothways,EAST OF MILEPOST 30.60: P NW INTERSECTION,ad3f4770-9009-4515-ba0f-4eea76eadd7d,2022,-13340026.4021691,5980357.36934092
46,12/31/2022 8:00:00 AM,009,009,,,32.74,2300,5.36,2.83,0.35,Bothways,AT MILEPOST 32.98: PERMANENT RECORDER R083N,8538905e-6d21-4061-90c7-5f764d6442e6,2022,-13598754.0422971,6146920.33152598
47,12/31/2022 8:00:00 AM,097AR,097,AR,,3.92,7300,6.16,2.4,0.23,Bothways,NORTH OF MILEPOST 203.74: ROCKY REACH DAM RD INTERSECTION,772162da-380d-4a89-89bc-4046875df26b,2022,-13392296.724402,6028494.81316681
48,12/31/2022 8:00:00 AM,202,202,,,21.79,10000,4.06,2.44,0.23,Bothways,NORTHWEST OF MILEPOST 21.85: SR 203 NB ROUNDABOUT,2bc189cb-2a38-4f58-a985-4ddfeea0e141,2022,-13568291.980642,6035489.65284034
49,12/31/2022 8:00:00 AM,005LX09521,005,LX,09521,0.03,3900,5.19,3.53,0.43,Bothways,LATERAL CROSSING (MAYTOWN RD SW)  EAST OF MILEPOST 0.02: R509535 WYE CONNECTION,0e12f09b-c4e8-4baf-b869-eb4d708a5e08,2022,-13688179.0572479,5925150.56516569
50,12/31/2022 8:00:00 AM,166,166,,,2.87,15000,,,,Bothways,NORTHWEST OF MILEPOST 2.90: SIDNEY AVE INTERSECTION,f8097240-b110-46b6-8cbc-fb824fac54e3,2022,-13651827.5525154,6030959.74084433
51,12/31/2022 8:00:00 AM,542,542,,,8.89,11000,,,,Bothways,NORTHWEST OF MILEPOST 8.88: ALLISON RD NB ROUNDABOUT,948a171b-f972-485d-aca0-b373c9ac70bf,2022,-13614920.2534697,6246486.05241058
52,12/31/2022 8:00:00 AM,522,522,,,16.57,32000,,,,Bothways,"NORTH OF MILEPOST 16.60: MEDIAN XROAD, PARADISE LAKE RD, SR 524 INTERSECTION",7de0bfae-fc6a-4a32-87e8-de3d8f32f04a,2022,-13593375.2219906,6074019.47420337
53,12/31/2022 8:00:00 AM,026,026,,,19.02,4400,4.09,10.54,3.61,Bothways,EAST OF MILEPOST 19.01: E SW INTERSECTION,c65bbc4a-485f-469d-acd3-3179b6488001,2022,-13314031.9796133,5924191.11869656
54,12/31/2022 8:00:00 AM,112,112,,,17.13,2200,,,,Bothways,"NORTH OF MILEPOST 17.16: EAGLE CREST WAY, WEEL RD INTERSECTION",5e23d42c-db88-4d44-bc4c-781d10faf8f3,2022,-13832518.8181016,6148407.07688759
55,12/31/2022 8:00:00 AM,101,101,,,193.72,4100,7.08,2.12,0.78,Bothways,AT MILEPOST 194.30: SOL DUC RIVER BRIDGE,7f5e3c32-d097-4a50-a30f-83094b21e243,2022,-13848001.6331016,6104133.04595372
56,12/31/2022 8:00:00 AM,004,004,,,55.04,5400,5.99,1.82,0.24,Bothways,AT MILEPOST 55.05: PERMANENT RECORDER R078,73da59cb-a321-42f8-8a1a-5dd77fce0276,2022,-13695572.920209,5808881.50816889
57,12/31/2022 8:00:00 AM,281SPBURKE,281,SP,BURKE,1.59,5100,,,,Bothways,SOUTHEAST OF MILEPOST 4.23: SR 283 WYE CONNECTION,caf9c743-9a8d-42fd-b7d9-ffc31e9716ea,2022,-13339481.238645,5959001.89312468
58,12/31/2022 8:00:00 AM,005,005,,,221.48,71000,3.96,5.64,0.54,Bothways,NORTH OF MILEPOST 221.49: SR 534 ON RAMP,83a8413c-4166-4246-b582-f24630c674fb,2022,-13618373.5207399,6164832.06490719
59,12/31/2022 8:00:00 AM,150,150,,,6.58,11000,,,,Bothways,"SOUTHEAST OF MILEPOST 6.87: BIGHORN WAY EB, NO-SEE-UM*GOLF CRS RD EB ROUNDABOUT",a3901854-9486-4177-92d9-7a918d4d582b,2022,-13362287.4866403,6081858.63283109
60,12/31/2022 8:00:00 AM,526,526,,,0.33,11000,3.61,0.88,0,Bothways,EAST OF MILEPOST 0.32: 44TH AVE W INTERSECTION,0f82f8a7-f844-4db8-a51c-459e15915927,2022,-13613589.3942313,6093902.90181565
61,12/31/2022 8:00:00 AM,002,002,,,255.88,6500,,,,Bothways,"WEST OF MILEPOST 263.97: ASPEN ST, SR 231 INTERSECTION",5cc90c41-5630-4597-a4a5-f95a89f12b18,2022,-13122131.4705838,6052045.10322088
62,12/31/2022 8:00:00 AM,510,510,,,1.73,13000,2.74,1.29,0.12,Bothways,EAST OF MILEPOST 4.31: MARVIN RD NB ROUNDABOUT,8ac9fb1e-b72a-491a-b099-4ed6a063ca3c,2022,-13666054.3879853,5948470.08689461
63,12/31/2022 8:00:00 AM,097,097,,,60.79,5500,4.62,16.13,2.75,Bothways,SOUTH OF MILEPOST 61.19: SR 97 SB ON RAMP,ce54e628-c7d9-4782-b7e7-65b8388e35ad,2022,-13393985.6249697,5839273.82956704
64,12/31/2022 8:00:00 AM,017,017,,,67.92,4700,,,,Bothways,NORTH OF MILEPOST 75.42: SR 28 WB OFF RAMP,d833f766-fe0a-4ed7-9f62-c4b1ab739352,2022,-13300809.9850993,6004919.71951509
65,12/31/2022 8:00:00 AM,500,500,,,22.13,3800,4.18,2.01,0.05,Bothways,NORTHEAST OF MILEPOST 20.32: SE 8TH AVE WB ROUNDABOUT,4ec317b9-8e05-4ac9-b3df-fca48636eb03,2022,-13623923.3039074,5713473.47289081
66,12/31/2022 8:00:00 AM,082,082,,,79.9,16000,,,,Bothways,AT MILEPOST 79.93: GAP RD UNDERCROSSING,e524a955-8b87-40ed-a56f-953648632e68,2022,-13335046.4537378,5816036.34606311
67,12/31/2022 8:00:00 AM,012,012,,,21.05,7500,,,,Bothways,SOUTHEAST OF MILEPOST 21.34: SR 8 OFF RAMP; SR 12 ON RAMP,7c66df6c-4273-422b-8825-30b3803dbb21,2022,-13735417.2356145,5942817.65182135
68,12/31/2022 8:00:00 AM,395,395,,,171.81,18000,,,,Bothways,NORTH OF MILEPOST 167.03: WANDERMERE RD WYE CONNECTION,53dd5766-8201-4f6b-8fb3-75a30ec96d17,2022,-13069186.0442862,6069583.97866827
69,12/31/2022 8:00:00 AM,303,303,,,7.36,39000,,,,Bothways,SOUTHEAST OF MILEPOST 7.21: RIDGETOP BLVD ON RAMP,38cd81a9-d7f9-439e-9084-bd2961fd93ec,2022,-13654799.3887103,6049191.4411482
70,12/31/2022 8:00:00 AM,099,099,,,18.63,25000,,,,Bothways,AT MILEPOST 24.81: 14TH AVE UNDERCROSSING,d61b0214-609b-46d2-8b27-b5a86efb8d4f,2022,-13616234.9954384,6027331.33958638
71,12/31/2022 8:00:00 AM,224,224,,,8.46,17000,,,,Bothways,EAST OF MILEPOST 8.22: S 38TH AVE INTERSECTION,a7b271cf-2240-42c5-b025-3b5ce126ea1f,2022,-13284513.7672793,5828060.34667332
72,12/31/2022 8:00:00 AM,005,005,,,100.61,77000,4.01,11.78,0.91,Bothways,AT MILEPOST 100.54: PERMANENT RECORDER R097S,41dfdc07-fd30-42d2-ba69-662e77a8c962,2022,-13684748.9775239,5937280.42837065
73,12/31/2022 8:00:00 AM,173,173,,,11.79,3600,,,,Bothways,SOUTH OF MILEPOST 11.93: LAKEVIEW WAY INTERSECTION,46b44c65-5ef6-493e-9df8-0b503ce3de31,2022,-13333954.2540578,6124049.18283798
74,12/31/2022 8:00:00 AM,002,002,,,212.84,3100,7.29,5.99,0.32,Bothways,SOUTHEAST OF MILEPOST 220.90: SR 21 WYE CONNECTION,9a3b2e37-2e8d-4cc7-b76b-52d13cac940c,2022,-13215966.956514,6067531.32784539
75,12/31/2022 8:00:00 AM,821,821,,,2.6,1500,7.22,2.73,0,Bothways,SOUTHEAST OF MILEPOST 2.61: FRONTAGE RD INTERSECTION,824ceb2d-73f6-49d4-b37d-34bdfe0633af,2022,-13410206.4356558,5895024.36822329
76,12/31/2022 8:00:00 AM,504,504,,,21.04,710,9.72,2.68,1.13,Bothways,EAST OF MILEPOST 21.08: SR 504 SPOLD504 (SPUR) INTERSECTION,3e0f00a2-9a77-43d6-a0c3-f38d297f5ee0,2022,-13645034.1413383,5839861.25117236
77,12/31/2022 8:00:00 AM,090,090,,,153.34,16000,,,,Bothways,EAST OF MILEPOST 155.05: ADAMS RD ON RAMP,879540b6-3311-4c8b-baa2-03b8f8c00404,2022,-13331549.0828397,5958976.28251401
78,12/31/2022 8:00:00 AM,014,014,,,7.33,75000,3.07,1.7,0.16,Bothways,EAST OF MILEPOST 7.31: SR 205 ON RAMP,414cac87-ea47-4e1d-a5ce-6986654e3f38,2022,-13639675.6280852,5716152.91291602
79,12/31/2022 8:00:00 AM,405,405,,,11.13,95000,,,,Bothways,AT MILEPOST 11.16: SR 90 BRIDGE,cd627a30-4097-43d2-b5f3-a6efb5c7fb35,2022,-13600407.7586327,6037431.23031491
80,12/31/2022 8:00:00 AM,027,027,,,71.26,4800,4.42,2.73,1.03,Bothways,NORTH OF MILEPOST 68.95: SR 278-EMMA ST INTERSECTION,d0876ff4-5fcd-4dc8-9fd7-e7dea31c7a56,2022,-13040139.6814024,6015857.67425065
81,12/31/2022 8:00:00 AM,007,007,,,58.26,29000,3.08,0.72,0.01,Bothways,"AT MILEPOST 58.60: SR 5 GRADE SEPARATED HOV, SR 5 NB UNDERCROSSING; END ROUTE",ecde4095-4949-4969-8142-6dec5759960c,2022,-13629080.4453661,5980241.85559485
82,12/31/2022 8:00:00 AM,125,125,,,4.43,11000,,,,Bothways,"SOUTHEAST OF MILEPOST 4.44: MILITARY RD EB, PLAZA WAY EB ROUNDABOUT",a85d9c5b-414b-4dc0-bf41-2e72f7ad0433,2022,-13174298.5937425,5788490.67901482
83,12/31/2022 8:00:00 AM,101,101,,,340.45,8100,3.28,2.14,0.19,Bothways,NORTHWEST OF MILEPOST 341.43: BROCKDALE RD INTERSECTION,bc038c70-0155-46ca-bd70-5189ce81e638,2022,-13709792.8247673,5987970.97875842
84,12/31/2022 8:00:00 AM,002,002,,,104.21,14000,,,,Bothways,NORTHWEST OF MILEPOST 104.16: JESKE RD ON RAMP,3458dd9c-08cf-4797-8be7-2fd32231e87b,2022,-13424996.4931274,6034348.86358444
85,12/31/2022 8:00:00 AM,971,971,,,14.99,2800,7.4,1.52,0,Bothways,NORTHWEST OF MILEPOST 15.00: SR 97 ALT WYE CONNECTION,8f1ab51f-3b98-4b4d-b553-97f63c6df07e,2022,-13368465.0039921,6080309.25137644
86,12/31/2022 8:00:00 AM,161,161,,,35.74,30000,,,,Bothways,"SOUTH OF MILEPOST 35.75: S 356TH ST, S 356TH ST INTERSECTION",006a1458-4a4c-4411-a589-580179abf8ef,2022,-13615825.8548108,5988302.36742123
87,12/31/2022 8:00:00 AM,534,534,,,0,7900,4.91,2.42,0.24,Bothways,AT MILEPOST 0.00: BOTHWAYS MISCELLANEOUS FEATURE BEGIN AT SR 5 OXING EPS; BEGIN ROUTE,d475a307-3ae6-4f25-86e5-d68d19669dda,2022,-13618267.9066065,6163802.84375526
88,12/31/2022 8:00:00 AM,520,520,,,0,35000,2.14,0.92,0.01,Bothways,AT MILEPOST 0.00: SR 5 BRIDGE; BEGIN ROUTE,a55f3925-3f15-4011-b828-c6edf4694307,2022,-13616869.8369661,6047244.28608302
89,12/31/2022 8:00:00 AM,020,020,,,46.82,21000,4.96,1.75,0.02,Bothways,"NORTHWEST OF MILEPOST 47.25: GIBRALTER RD WB, MILLER RD WB ROUNDABOUT",17f32552-3a40-4b32-bbe2-99a499dca5eb,2022,-13645800.0577859,6182812.80088334
90,12/31/2022 8:00:00 AM,505,505,,,6.33,5600,,,,Bothways,"SOUTHWEST OF MILEPOST 6.32: ASH ST, ASH ST (OLD SR 505) INTERSECTION",9e05046b-8790-441a-9bb8-9bb09b4ba2dd,2022,-13675261.5462625,5851873.01608962
91,12/31/2022 8:00:00 AM,108,108,,,1.12,5200,,,,Bothways,"NORTH OF MILEPOST 1.11: SUMMIT RD, W SIMPSON AVE INTERSECTION",15621f12-261c-4ecd-8426-f17875c6af15,2022,-13721824.9643349,5951183.54074798
92,12/31/2022 8:00:00 AM,101,101,,,84.11,10000,,,,Northwest,SOUTHEAST OF MILEPOST 84.37: W MARKET ST INTERSECTION,948fd73a-6720-40c4-9088-45fbd1044f89,2022,-13784212.6036027,5937400.09576732
93,12/31/2022 8:00:00 AM,003,003,,,47.29,49000,,,,Bothways,NORTH OF MILEPOST 47.33: TRIGGER AVE ON RAMP,f046aa28-cf45-473c-b0c3-02cbb8cae5ce,2022,-13657686.9973407,6054456.80338869
94,12/31/2022 8:00:00 AM,278,278,,,0.01,3900,4.53,2.72,0.23,Bothways,EAST OF MILEPOST 0.00: SR 27 INTERSECTION; BEGIN ROUTE,8ab7ece1-f24c-4797-a1cc-29b44ea78e1c,2022,-13040116.5370993,6015839.56188917
95,12/31/2022 8:00:00 AM,005,005,,,189.96,187000,2.62,2.67,0.41,Bothways,NORTHWEST OF MILEPOST 189.97: SR 526 EB ON RAMP,48ffd75c-8344-4279-92af-389bbe383fef,2022,-13603447.000705,6094760.4117091
96,12/31/2022 8:00:00 AM,142,142,,,10,720,6.57,1.96,0,Bothways,AT MILEPOST 10.00: KLICKITAT RIVER BRIDGE,4b9819a2-a707-4a26-847e-70c4c1c9bbed,2022,-13492098.0607243,5747432.1257904
97,12/31/2022 8:00:00 AM,195,195,,,58.11,3900,4.65,8.83,1.96,Bothways,"NORTH OF MILEPOST 59.96: BAIRD RD, CACHE CREEK RD INTERSECTION",860a06f2-cb43-4f2a-9fa8-d691805d3df6,2022,-13066681.905709,5970577.24228861
98,12/31/2022 8:00:00 AM,525,525,,,8.32,15000,,,,Bothways,SOUTHEAST OF MILEPOST 8.16: WASHINGTON AVE INTERSECTION,b2172847-6e51-48d7-adcd-0f40eb8a865d,2022,-13614895.6948631,6097580.78487268
99,12/31/2022 8:00:00 AM,021,021,,,29.25,330,11.89,6.1,0.3,Bothways,SOUTH OF MILEPOST 29.26: LIND-WARDEN RD WYE CONNECTION,3ee34b14-470c-451c-87a5-c87a10702ac0,2022,-13209619.3270556,5937813.17490832
100,12/31/2022 8:00:00 AM,509,509,,,10.43,2600,2.34,0.46,0.04,Bothways,EAST OF MILEPOST 7.23: WHITTIER ST NE INTERSECTION,bce9fbac-1819-4c61-ba7c-8cbe04edfd11,2022,-13628552.1046453,5993941.06948573
101,12/31/2022 8:00:00 AM,097,097,,,2.84,6500,9.02,16.7,2.96,Bothways,NORTH OF MILEPOST 2.59: SR 97 COMARYHL (COUPLET) INTERSECTION,5398e2f1-f97e-49af-b908-2fc63d253a16,2022,-13450050.2617378,5732336.24558269
102,12/31/2022 8:00:00 AM,016,016,,,13.67,52000,3.62,2.25,0.14,Bothways,AT MILEPOST 15.75: SR 302 BRIDGE,9aed1ca3-de41-4def-ba97-b669a7a1462e,2022,-13649873.2502564,6002836.56537293
103,12/31/2022 8:00:00 AM,432,432,,,7.75,18000,2.37,0.79,0.05,Bothways,SOUTHEAST OF MILEPOST 7.75: SR 432-3RD AVE ON RAMP,ee2038ef-3ac5-4f1a-8cc0-7d3a40dc4346,2022,-13683896.9538061,5799929.22171083
104,12/31/2022 8:00:00 AM,082,082,,,37.2,45000,,,,Bothways,NORTH OF MILEPOST 37.24: SR 97 ON RAMP,777893f5-4f55-45b0-8692-7aeeb811d506,2022,-13410731.0917605,5868905.48248725
105,12/31/2022 8:00:00 AM,011,011,,,19.82,5500,,,,Bothways,SOUTHEAST OF MILEPOST 19.81: PARK RIDGE DR WYE CONNECTION,5537201e-8fa3-4be7-8ec4-308d504e1017,2022,-13636852.2458194,6226784.51978551
106,12/31/2022 8:00:00 AM,310,310,,,1.55,13000,1.85,0.22,0,Bothways,NORTHWEST OF MILEPOST 1.56: N CAMBRIAN AVE INTERSECTION,3ca6566e-d230-4964-b0a8-0f5875a5e68a,2022,-13653959.1481338,6035428.41396908
107,12/31/2022 8:00:00 AM,022,022,,,35.61,5200,,,,Bothways,"SOUTH OF MILEPOST 36.30: CHAPMAN LN, WINE COUNTRY RD INTERSECTION",544a7431-592f-4bbf-8f42-8646210fb538,2022,-13330243.1330994,5814688.87466896
